restaurant_id,Name,Rating,cusines,delivery_review_number,location,Longitude,Latitude,Restaurant_link,price_for_one
135,Schezwan Hub,3.7,"Chinese, Sichuan",268,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/schezwan-hub-1-electronic-city-bangalore/order,200
136,Donne Biryani House,3.5,"Biryani, Fast Food",1706,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/donne-biryani-house-btm-bangalore/order,150
137,Naati Adda,0,"South Indian, Biryani",0,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/naati-adda-1-electronic-city-bangalore/order,225
138,Burgers Kingdom,3.3,"Burger, Fast Food, Pizza, Beverages",1965,"Banaswadi, Bangalore",77.6518539,13.0141618,https://www.zomato.com/bangalore/burgers-kingdom-banaswadi-bangalore/order,150
139,CupCake Noggins By CakeZone,3.1,Bakery,31,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/cupcake-noggins-by-cakezone-electronic-city-bangalore/order,150
140,RollsKing,3.9,"Rolls, Fast Food, North Indian",14,"Brookefield, Bangalore",77.7168891,12.9668213,https://www.zomato.com/bangalore/rollsking-brookefield-bangalore/order,200
141,Sathyams Delight,4,"North Indian, Chinese",118,"Banashankari, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/sathyams-delight-banashankari-bangalore/order,150
142,Olio - The Wood Fired Pizzeria,3.6,"Pizza, Italian",32,"Kadubeesanahalli, Bangalore",77.6972484,12.942199,https://www.zomato.com/bangalore/olio-the-wood-fired-pizzeria-kadubeesanahalli-bangalore/order,300
143,Amma's Pastries,4,Bakery,1230,"Varthur Main Road, Whitefield, Bangalore",77.7471103,12.9413238,https://www.zomato.com/bangalore/ammas-pastries-1-varthur-main-road-whitefield-bangalore/order,50
144,Poha Point,3.9,"Maharashtrian, Street Food, Fast Food, Sandwich, Beverages",1538,"Koramangala 6th Block, Bangalore",77.6238477,12.9390255,https://www.zomato.com/bangalore/poha-point-koramangala-6th-block-bangalore/order,100
145,Anna Kuteera,4,"South Indian, North Indian, Chinese, Shake, Ice Cream, Beverages",10300,"Banashankari, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/anna-kuteera-1-banashankari/order,250
146,Mega Biryani,4,Biryani,4,"Frazer Town, Bangalore",77.6130165,12.996845,https://www.zomato.com/bangalore/mega-biryani-frazer-town-bangalore/order,200
147,Jai Maruthi 99 Variety Dosa & Pav Bhaji Corner,4,"South Indian, Street Food",3774,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/jai-maruthi-99-variety-dosa-pav-bhaji-corner-electronic-city-bangalore/order,150
148,Kota Thali Wala,4,North Indian,24,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/kota-thali-wala-electronic-city-bangalore/order,150
149,Chai Days,4,"Beverages, Fast Food, Street Food, Tea",370,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/chai-days-kalyan-nagar-bangalore/order,150
150,IBC (Indian Biryani Company),3.6,"Biryani, North Indian, Mughlai",1152,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/ibc-indian-biryani-company-1-btm-bangalore/order,250
151,Basmati Express,3.8,"Chettinad, North Indian",327,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/basmati-express-kalyan-nagar-bangalore/order,150
152,Chai Bar,4.2,"Tea, Fast Food",110,"Old Airport Road, Bangalore",77.6663946,12.9583828,https://www.zomato.com/bangalore/chai-bar-airport-road-bangalore/order,50
153,Sikandar,4.6,"Rolls, Kebab, North Indian, Desserts",242,"MG Road, Bangalore",77.6067902,12.9755264,https://www.zomato.com/bangalore/sikandar-mg-road-bangalore/order,250
154,Tandoor Box,3.8,"Fast Food, North Indian, Rolls",1667,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/tandoor-box-whitefield/order,250
155,Brik Oven,3.8,"Cafe, Italian, Fast Food, Beverages, Waffle, Desserts",717,"Santosh Tower, Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/brik-oven-whitefield-bangalore/order,500
156,ZAZA 22 Spice Awadhi Biryani,3.8,"Biryani, Mughlai, North Indian",270,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/zaza-22-spice-awadhi-biryani-sarjapur-road-bangalore/order,250
157,Hyderabadi Biryani Utsav,4,"Biryani, Hyderabadi, North Indian, Chinese, Fast Food",3581,"Old Madras Road, Bangalore",77.6962756,13.0086263,https://www.zomato.com/bangalore/hyderabadi-biryani-utsav-old-madras-road/order,400
158,The Momos,0,Momos,1,"Hebbal, Bangalore",77.5919,13.0382184,https://www.zomato.com/bangalore/the-momos-1-hebbal-bangalore/order,100
159,Kwality Wall’s Frozen Dessert and Ice Cream Shop,4.5,"Ice Cream, Desserts",1073,"Nagawara, Bangalore",77.6209093,13.0431413,https://www.zomato.com/bangalore/kwality-walls-frozen-dessert-and-ice-cream-shop-nagawara-bangalore/order,100
160,The Momo Co.,4.1,"Chinese, Momos, Desserts, Beverages, Sichuan",180,"Bommanahalli, Bangalore",77.6239038,12.9089453,https://www.zomato.com/bangalore/the-momo-co-bommanahalli-bangalore/order,250
161,Ambur Star Briyani Since 1890,4.2,"Biryani, Chettinad, Chinese, North Indian",6004,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/ambur-star-briyani-since-1890-indiranagar-bangalore/order,350
162,Shree Mahalakshmi Sweets,4.1,"Mithai, Street Food",2119,"Basaveshwara Nagar, Bangalore",77.5394749,12.9931607,https://www.zomato.com/bangalore/shree-mahalakshmi-sweets-basaveshwara-nagar/order,100
163,Foodeez Zone,4.3,"North Indian, Chinese, Biryani",61,"New BEL Road, Bangalore",77.564105,13.0393922,https://www.zomato.com/bangalore/foodeez-zone-2-new-bel-road-bangalore/order,250
164,Fida Ambur Dum Biriyani And Kabab,3.1,"Biryani, North Indian, Chinese",14,"Bommanahalli, Bangalore",77.6239038,12.9089453,https://www.zomato.com/bangalore/fida-ambur-dum-biriyani-and-kabab-bommanahalli-bangalore/order,150
165,KFC,3.9,"Burger, Fast Food, Biryani, Desserts, Beverages",14000,"Basaveshwara Nagar, Bangalore",77.5394749,12.9931607,https://www.zomato.com/bangalore/kfc-basaveshwara-nagar/order,200
166,Ghee And Turmeric,4,North Indian,104,"Kadubeesanahalli, Bangalore",77.6972484,12.942199,https://www.zomato.com/bangalore/ghee-and-turmeric-kadubeesanahalli-bangalore/order,350
167,Vinaya Royal Inn - Pan Asian Food,0,"Chinese, Asian, Continental, Thai, Desserts, Juices, Beverages",24,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/vinaya-royal-inn-pan-asian-food-electronic-city-bangalore/order,325
168,Ambur Star Biryani Since 1890,4.1,"Chinese, South Indian, North Indian, Street Food, Biryani, Beverages",577,"Rajarajeshwari Nagar, Bangalore",77.5155224,12.9274413,https://www.zomato.com/bangalore/ambur-star-biryani-since-1890-rajarajeshwari-nagar-bangalore/order,350
169,Hokart - Raju j Hotel,0,"South Indian, Street Food",0,"Bommanahalli, Bangalore",77.6239038,12.9089453,https://www.zomato.com/bangalore/hokart-raju-j-hotel-bommanahalli-bangalore/order,75
170,Amma's Pastries,4.1,Bakery,1590,"KR Puram, Bangalore",77.695935,13.007516,https://www.zomato.com/bangalore/ammas-pastries-kr-puram-bangalore/order,50
171,Behrouz Biryani,4.1,"Biryani, Kebab, Hyderabadi, Lucknowi",6109,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/behrouz-biryani-hsr-bangalore/order,500
172,Charcoal Chicken Barbecue,4,"BBQ, Fast Food, Chinese, Wraps, Beverages",41,"New BEL Road, Bangalore",77.564105,13.0393922,https://www.zomato.com/bangalore/charcoal-chicken-barbecue-new-bel-road-bangalore/order,200
173,SGM's Place,3.7,"Chinese, North Indian, Beverages",2782,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/sgms-place-2-electronic-city-bangalore/order,100
174,Davanagere  Mirchi Masala,4,South Indian,14,"Basaveshwara Nagar, Bangalore",77.5394749,12.9931607,https://www.zomato.com/bangalore/davanagere-mirchi-masala-basaveshwara-nagar-bangalore/order,100
175,PVR Café,3.4,"Fast Food, Momos, Beverages",65,"ITPL Main Road, Whitefield, Bangalore",77.7272748,12.9805104,https://www.zomato.com/bangalore/pvr-caf%C3%A9-itpl-main-road-whitefield-bangalore/order,200
176,Anand Bhavan Resturant,3.4,"North Indian, Chinese, Street Food, Biryani, Beverages",31,"KR Puram, Bangalore",77.695935,13.007516,https://www.zomato.com/bangalore/anand-bhavan-resturant-1-kr-puram-bangalore/order,250
177,The Dripping Cone,3.3,"Ice Cream, Desserts, Beverages",157,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/the-dripping-cone-whitefield-bangalore/order,250
178,Samosa Singh,3.5,"Street Food, Fast Food, Tea, North Indian",411,"Basaveshwara Nagar, Bangalore",77.5394749,12.9931607,https://www.zomato.com/bangalore/samosa-singh-basaveshwara-nagar-bangalore/order,200
179,Om Sri Vinayaka Chats,4,Street Food,159,"Banashankari, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/om-sri-vinayaka-chats-banashankari-bangalore/order,75
180,The Baker's Dozen,3.7,"Bakery, Desserts",426,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/the-bakers-dozen-whitefield-bangalore/order,150
181,Bangarpet Panipuri - Cherry Chats,3.4,Street Food,81,"New BEL Road, Bangalore",77.564105,13.0393922,https://www.zomato.com/bangalore/bangarpet-panipuri-cherry-chats-new-bel-road-bangalore/order,50
182,Indulge Desi,4,"North Indian, Street Food, Chinese, Fast Food, Beverages, Shake, Rolls, Sichuan",219,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/indulge-desi-jp-nagar-bangalore/order,200
183,Heaven In A Jar,4,Desserts,32,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/heaven-in-a-jar-1-electronic-city-bangalore/order,200
184,Chota Hussain,0,"Rolls, Fast Food",0,"Thippasandra, Bangalore",77.6509982,12.973936,https://www.zomato.com/bangalore/chota-hussain-thippasandra-bangalore/order,150
185,Mani's Dum Biryani,4.2,"Biryani, Kebab",6023,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/manis-dum-biryani-hsr-bangalore/order,375
186,Khwaja Darbar,0,Mughlai,3,"HBR Layout, Bangalore",77.6323597,13.0358698,https://www.zomato.com/bangalore/khwaja-darbar-hbr-layout-bangalore/order,200
187,Tea Time,3.8,"Tea, Beverages, Shake",213,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/tea-time-1-marathahalli-bangalore/order,50
188,Krishnam Udupi Hotel,4,"South Indian, North Indian, Street Food, Chinese, Fast Food, Desserts, Beverages, Shake",2796,"Kanakapura Road, Bangalore",77.5449181,12.8773096,https://www.zomato.com/bangalore/krishnam-udupi-hotel-kanakapura-road-bangalore/order,250
189,Five Star Chicken,3.6,"Roast Chicken, Burger, Fast Food, Wraps",6600,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/five-star-chicken-1-jp-nagar-bangalore/order,150
190,Daily Sushi,4,"Asian, Korean, Japanese, Sushi",480,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/daily-sushi-jayanagar-bangalore/order,500
191,Rannaghar,4,"Bengali, Chinese, Sichuan",3621,"Kaggadasapura, Bangalore",77.6790908,12.9846713,https://www.zomato.com/bangalore/rannaghar-1-kaggadasapura-bangalore/order,300
192,Ultimate Tandoor,3.7,North Indian,118,"Brookefield, Bangalore",77.7168891,12.9668213,https://www.zomato.com/bangalore/ultimate-tandoor-brookefield-bangalore/order,250
193,Delhi Wala Paratha,3.1,North Indian,36,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/delhi-wala-paratha-hsr-bangalore/order,250
194,Udupi Upahar,4.1,"South Indian, Chinese, North Indian, Street Food, Ice Cream, Beverages, Shake",3202,"Kanakapura Road, Bangalore",77.5449181,12.8773096,https://www.zomato.com/bangalore/udupi-upahar-4-kanakapura-road-bangalore/order,200
195,Mizo Kitchen,4.3,"North Eastern, Chinese",1049,"Koramangala 5th Block, Bangalore",77.6189768,12.9348429,https://www.zomato.com/bangalore/mizo-kitchen-koramangala-5th-block-bangalore/order,200
196,Juice Junction,4.3,"Juices, Sandwich, Beverages",972,"Wilson Garden, Bangalore",77.5968273,12.9489339,https://www.zomato.com/bangalore/juice-junction-wilson-garden/order,50
197,PK Foods,0,"Biryani, Chinese, South Indian, Ice Cream, Beverages",5,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/pk-foods-sarjapur-road-bangalore/order,100
198,A2B - Adyar Ananda Bhavan,4,"South Indian, Street Food, North Indian, Chinese, Fast Food, Beverages, Desserts",7333,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-hsr-bangalore/order,250
199,Chaat King,3.7,"Street Food, Sandwich, Fast Food, Shake",755,"RR Vatika, Rajarajeshwari Nagar, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/chaat-king-rajarajeshwari-nagar/order,75
200,Sri Ram Bhojanalay,3.7,"North Indian, Biryani, Chinese, Beverages",624,"Yeshwantpur, Bangalore",77.5529215,13.02383,https://www.zomato.com/bangalore/sri-ram-bhojanalay-2-yeshwantpur-bangalore/order,150
201,Crusto’s - Cheese Burst Pizza,3.7,Pizza,20,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/crustos-cheese-burst-pizza-btm-bangalore/order,150
202,Pizzaazz By What the Ale?!,3.4,Pizza,31,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/pizzaazz-by-what-the-ale-electronic-city-bangalore/order,350
203,Goli Vadapav No 1,4.2,"Street Food, Burger, Fast Food, Ice Cream",233,"Koramangala 4th Block, Bangalore",77.6294052,12.9327778,https://www.zomato.com/bangalore/goli-vadapav-no-1-koramangala-4th-block-bangalore/order,100
204,Gully Foods,3.9,"Fast Food, Momos, Burger, Chinese, Sandwich, Beverages",12,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/gully-foods-btm-bangalore/order,150
205,New Shahi Kabab Roll Center,4.1,"Rolls, Kebab",319,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/new-shahi-kabab-roll-center-indiranagar/order,125
206,Magic Chef Restaurant,4,"North Indian, Sichuan, Chinese, Mughlai, Biryani, Beverages",135,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/magic-chef-restaurant-btm-bangalore/order,250
207,Baskin Robbins,4.2,"Ice Cream, Desserts",11,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/baskin-robbins-2-rajajinagar-bangalore/order,200
208,Sicilia Point,3.8,"Fast Food, Desserts, Beverages, Shake",168,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/sicilia-point-rajajinagar-bangalore/order,500
209,Paratha Box by EatFit,3.7,"North Indian, Desserts, Beverages",33,"Vasanth Nagar, Bangalore",77.58516878,12.98872125,https://www.zomato.com/bangalore/paratha-box-by-eatfit-vasanth-nagar-bangalore/order,150
210,Meat & Eat,3.7,"Burger, Sandwich, Fast Food, Wraps, Biryani, Beverages, Desserts",707,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/meat-eat-jp-nagar-bangalore/order,150
211,Hotel Chandrika,4.1,"South Indian, North Indian, Chinese, Street Food, Fast Food, Biryani, Desserts, Beverages",1484,"Cunningham Road, Bangalore",77.5970428,12.9845781,https://www.zomato.com/bangalore/hotel-chandrika-cunningham-road-bangalore/order,350
212,CakeZone,4,"Bakery, Ice Cream",3396,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/cakezone-whitefield-bangalore/order,100
213,Narmada Chain of Restaurants,4.3,"Biryani, Chinese, North Indian, Street Food, Beverages",677,"Kammanahalli, Bangalore",77.6377094,13.0093455,https://www.zomato.com/bangalore/narmada-chain-of-restaurants-1-kammanahalli-bangalore/order,400
214,The Biryani Life,3.8,"Biryani, Kebab, Hyderabadi, Lucknowi",338,"Koramangala 1st Block, Bangalore",77.6308832,12.9275886,https://www.zomato.com/bangalore/the-biryani-life-koramangala-1st-block-bangalore/order,300
215,One For The Road,4.3,"Continental, Italian, North Indian, Bar Food, Beverages",680,"Elements Mall, Nagawara, Bangalore",77.6308832,12.9275886,https://www.zomato.com/bangalore/one-for-the-road-nagawara-bangalore/order,750
216,Shanthi Sagar,3.7,"South Indian, North Indian, Chinese, Desserts, Beverages, Shake",23100,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/shanthi-sagar-jp-nagar/order,350
217,Havmor Ice Creams,0,"Desserts, Ice Cream",7,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/havmor-ice-creams-1-kalyan-nagar-bangalore/order,100
218,SLV Corner Restaurant,4.3,"South Indian, North Indian, Street Food, Chinese, Beverages, Desserts",11400,"153 Biere Street, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/slv-corner-restaurant-basavanagudi/order,400
219,Cold Stone Creamery,4.3,"Ice Cream, Desserts, Waffle, Beverages, Shake",168,"Garuda Mall, Magrath Road, Bangalore",77.60966586,12.97002705,https://www.zomato.com/bangalore/cold-stone-creamery-brigade-road-bangalore/order,200
220,Sri Udupi Sagar,4.2,"South Indian, Chinese",1095,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/sri-udupi-sagar-btm-bangalore/order,150
221,Fanoos Xprss,3.9,"Rolls, Fast Food, North Indian",1953,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/fanoos-xprss-jayanagar-bangalore/order,200
222,Express By ABs,3.5,"North Indian, Biryani, BBQ",366,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/express-by-abs-sarjapur-road-bangalore/order,400
223,NH10,3.6,"North Indian, Chinese, Street Food, Sichuan, Biryani",68,"Banashankari, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/nh10-banashankari-bangalore/order,200
224,Yumlane Pizza,3.5,"Pizza, Fast Food, Desserts, Beverages",19,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/yumlane-pizza-1-jp-nagar-bangalore/order,250
225,Baky Bakery And Cakes,4.2,"Bakery, Desserts",188,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/baky-bakery-and-cakes-jayanagar-bangalore/order,100
226,Wendy's,3.7,"Burger, Fast Food, American",567,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/wendys-whitefield-bangalore/order,250
227,Al-Bek,4,"Mughlai, Arabian, North Indian, Chinese",31800,"Varthur Main Road, Whitefield, Bangalore",77.7471103,12.9413238,https://www.zomato.com/bangalore/al-bek-varthur-main-road-whitefield-bangalore/order,150
228,Sri Krishna Sagar,4.1,"South Indian, Chinese, Street Food",156,"KR Puram, Bangalore",77.695935,13.007516,https://www.zomato.com/bangalore/sri-krishna-sagar-kr-puram-bangalore/order,200
229,New Kabab Zone,4,"North Indian, Chinese, BBQ, Sichuan",4549,"Bommanahalli, Bangalore",77.6239038,12.9089453,https://www.zomato.com/bangalore/new-kabab-zone-3-bommanahalli-bangalore/order,200
